year,REGION,Council,STATEABBR,GEO_NAME,MAPNAME,geography,TOTPOP,personal_disruption,pop_composition,poverty,labor_force_str,housing_characteristics,housing_disrupt,retiree_migration,urban_sprawl_index,RecEng,RecRel,ComEng,ComRel,ComEng_ct,ComRel_ct,RecEng_ct,RecRel_ct,personal_disruption_rank,pop_composition_rank,poverty_rank,labor_force_str_rank,housing_characteristics_rank,housing_disrupt_rank,retiree_migration_rank,urban_sprawl_index_rank
2022,Northeast,Mid-Atlantic,NJ,"Spring Lake, NJ",Spring Lake,"Spring Lake borough, New Jersey","2,788",-1.034,-0.896,-0.723,1.179,-1.847,0.299,1.27,1.944,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,high,low,med,high,high
2022,Northeast,Mid-Atlantic,NJ,"Springfield, NJ",Springfield,"Springfield CDP, New Jersey","1,461",-0.917,-0.217,-0.97,-2.019,-1.33, NA,-1.561, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,NA,low,NA
2022,Northeast,Mid-Atlantic,NJ,"Stratford, NJ",Stratford,"Stratford borough, New Jersey","6,962",-0.124,-0.026,-0.324,-0.667,0.094,-0.95,-0.704,-0.206,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,med,low,low,low
2022,Northeast,Mid-Atlantic,NJ,"Strathmore, NJ",Strathmore,"Strathmore CDP, New Jersey","6,904",-0.674,-0.119,-0.826,-0.852,-0.772,-0.267,-0.557,0.212,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,Mid-Atlantic,NJ,"Summit, NJ",Summit,"Summit city, New Jersey","22,555",-0.519,0.307,-0.686,-0.786,-1.665,-1.249,-0.926,0.754,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,NJ,"Sunset Lake, NJ",Sunset Lake,"Sunset Lake CDP, New Jersey",849,-0.458,1.737,0.339,-0.924, NA, NA,0.485, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,high,med,low,NA,NA,med,NA
2022,Northeast,Mid-Atlantic,NJ,"Surf City, NJ",Surf City,"Surf City borough, New Jersey","1,325",-0.947,-0.882,-0.855,1.626,-1.054,1.827,1.714,0.457,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,high,low,high,high,med
2022,Northeast,Mid-Atlantic,NJ,"Swedesboro, NJ",Swedesboro,"Swedesboro borough, New Jersey","2,706",-0.063,0.87,-0.264,-1.442,-0.14,-0.076,-1.229,-0.261,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med high,low,low,low,low,low,low
2022,Northeast,Mid-Atlantic,NJ,"Sweetwater, NJ",Sweetwater,"Sweetwater CDP, New Jersey",649,-1.336,-0.67,-1.067,-0.789, NA, NA,-1.21, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,NA,NA,low,NA
2022,Northeast,Mid-Atlantic,NJ,"Tabernacle, NJ",Tabernacle,"Tabernacle township, Burlington County, New Jersey","6,797",-0.702,-0.717,-0.898,0.091,-1.877,-0.811,0.633, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med,low,low,med high,NA
2022,Northeast,Mid-Atlantic,NJ,"Tavistock, NJ",Tavistock,"Tavistock borough, New Jersey",12,-1.336,-1.26,-1.067,-3.302, NA, NA,-1.31, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,NA,NA,low,NA
2022,Northeast,Mid-Atlantic,NJ,"Thorofare, NJ",Thorofare,"Thorofare CDP, New Jersey","2,389",-0.437,-0.535,0.078,0.428,-0.06, NA,1.072, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,med,med,low,NA,high,NA
2022,Northeast,Mid-Atlantic,NJ,"Tinton Falls, NJ",Tinton Falls,"Tinton Falls borough, New Jersey","19,180",-0.514,-0.037,-0.27,0.127,-0.485,-0.52,0.387,-0.057,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med,low,low,med,low
2022,Northeast,Mid-Atlantic,NJ,"Towaco, NJ",Towaco,"Towaco CDP, New Jersey","5,553",-0.942,-0.422,-0.622,-0.362,-1.24, NA,-0.088, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,NA,low,NA
2022,Northeast,Mid-Atlantic,NJ,"Union Beach, NJ",Union Beach,"Union Beach borough, New Jersey","5,751",-0.497,-0.423,-0.792,-1.043,-0.371,-0.177,-0.784,0.158,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,Mid-Atlantic,NJ,"Union City, NJ",Union City,"Union City city, New Jersey","67,258",0.969,5.728,1.156,-0.705,0.183,0.812,-0.998,4.214,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med high,high,high,low,med,med high,low,high
2022,Northeast,Mid-Atlantic,NJ,"Union, NJ",Union,"Union township, Union County, New Jersey","59,956",-0.313,0.932,-0.39,-0.62,-0.635,-0.227,-0.379,0.649,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med high,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,NJ,"Upper Pittsgrove, NJ",Upper Pittsgrove,"Upper Pittsgrove township, Salem County, New Jersey","3,428",-0.256,-0.475,-0.589,0.264,-0.261,-0.419,0.382, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med,low,low,med,NA
2022,Northeast,Mid-Atlantic,NJ,"Vauxhall, NJ",Vauxhall,"Vauxhall CDP, New Jersey","5,331",0.337,0.432,-0.133,-0.265,-0.379, NA,-0.097, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med,low,low,low,NA,low,NA
2022,Northeast,Mid-Atlantic,NJ,"Verona, NJ",Verona,"Verona township, Essex County, New Jersey","14,438",-0.735,-0.463,-0.526,-0.476,-1.063,-0.403,-0.214,0.698,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,NJ,"Victory Lakes, NJ",Victory Lakes,"Victory Lakes CDP, New Jersey","1,322",0.434,-0.97,-0.467,-0.569, NA,-0.644,-0.998,-0.54,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,low,low,low,NA,low,low,low
2022,Northeast,Mid-Atlantic,NJ,"Voorhees, NJ",Voorhees,"Voorhees township, Camden County, New Jersey","30,876",-0.316,-0.172,-0.613,-0.369,-0.514,-0.843,-0.487,0.15,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,Mid-Atlantic,NJ,"Washington, NJ",Washington,"Washington township, Burlington County, New Jersey",562,-0.301,-0.737,-0.783,1.008,0.115,0.374,0.703,-0.481,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,high,med,med,med high,low
2022,Northeast,Mid-Atlantic,NJ,"Waterford, NJ",Waterford,"Waterford township, Camden County, New Jersey","10,411",0.163,-0.487,0.104,-0.493,-0.209,-0.589,-0.369, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,low,med,low,low,low,low,NA
2022,Northeast,Mid-Atlantic,NJ,"Weehawken, NJ",Weehawken,"Weehawken township, Hudson County, New Jersey","16,790",-0.385,1.539,-0.163,-1.423,-0.858,0.933,-1.418, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,high,low,low,low,med high,low,NA
2022,Northeast,Mid-Atlantic,NJ,"Wenonah, NJ",Wenonah,"Wenonah borough, New Jersey","2,213",-0.82,-0.698,-0.864,-0.455,-0.878,-0.458,-0.474,-0.291,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,low
2022,Northeast,Mid-Atlantic,NJ,"West Berlin, NJ",West Berlin,"West Berlin CDP, New Jersey","2,568",-0.381,2.168,-0.626,-1.213,0.047, NA,-0.593, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,high,low,low,med,NA,low,NA
2022,Northeast,Mid-Atlantic,NJ,"West Caldwell, NJ",West Caldwell,"West Caldwell township, Essex County, New Jersey","10,927",-0.746,-0.226,-0.794,-0.612,-1.161,-0.551,-0.278,0.502,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,NJ,"West Cape May, NJ",West Cape May,"West Cape May borough, New Jersey",927,-0.989,-0.431,-0.893,0.854,-0.184,2.049,1.402,-0.405,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med high,low,high,high,low
2022,Northeast,Mid-Atlantic,NJ,"West Deptford, NJ",West Deptford,"West Deptford township, Gloucester County, New Jersey","22,200",-0.379,-0.341,-0.455,-0.6,0.125,-1.027,-0.214, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,med,low,low,NA
2022,Northeast,Mid-Atlantic,NJ,"West Freehold, NJ",West Freehold,"West Freehold CDP, New Jersey","14,448",-0.704,-0.175,-0.715,-0.554,-1.005,-0.298,-0.614,0.073,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,Mid-Atlantic,NJ,"West Long Branch, NJ",West Long Branch,"West Long Branch borough, New Jersey","8,547",-0.095,-0.335,-0.49,-0.054,-0.813,0.086,0.057,0.236,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,med,med,med
2022,Northeast,Mid-Atlantic,NJ,"West New York, NJ",West New York,"West New York town, New Jersey","52,438",0.925,5.076,1.159,-0.688,0.121,-1.207,-0.957,4.211,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med high,high,high,low,med,low,low,high
2022,Northeast,Mid-Atlantic,NJ,"West Orange, NJ",West Orange,"West Orange township, Essex County, New Jersey","48,399",-0.333,0.901,-0.371,-0.531,-0.831,-0.358,-0.392,0.507,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med high,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,NJ,"West Park, NJ",West Park,"West Park CDP, New Jersey","1,560",0.142,-0.039,0.721,0.011,0.569, NA,0.251, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,low,med high,med,med high,NA,med,NA
2022,Northeast,Mid-Atlantic,NJ,"Westfield, NJ",Westfield,"Westfield town, New Jersey","30,839",-0.884,-0.151,-0.833,-0.657,-1.716,-0.171,-0.756,0.758,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,NJ,"Westmont, NJ",Westmont,"Westmont CDP, New Jersey","14,138",-0.175,-0.436,-0.599,-0.765,-0.26, NA,-0.476, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,NA,low,NA
2022,Northeast,Mid-Atlantic,NJ,"Westville, NJ",Westville,"Westville borough, New Jersey","4,276",0.223,0.127,0.711,-0.55,0.507,-1.234,-0.463,-0.208,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med,med high,low,med high,low,low,low
2022,Northeast,Mid-Atlantic,NJ,"Williamstown, NJ",Williamstown,"Williamstown CDP, New Jersey","14,770",-0.368,-0.509,-0.361,-0.246,-0.077,-0.022,-0.32,-0.443,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,low
2022,Northeast,Mid-Atlantic,NJ,"Winslow, NJ",Winslow,"Winslow township, Camden County, New Jersey","39,854",0.211,-0.094,-0.061,-0.46,-0.019,-0.714,-0.407, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,low,low,low,low,low,low,NA
2022,Northeast,Mid-Atlantic,NJ,"Woodbine/Eldora, NJ",Woodbine,"Woodbine borough, New Jersey","2,264",0.773,0.106,1.523,0.549,1.45,0.128,0.314,-0.732,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med high,med,high,med high,high,med,med,low
2022,Northeast,Mid-Atlantic,NJ,"Woodbury Heights, NJ",Woodbury Heights,"Woodbury Heights borough, New Jersey","3,092",-0.721,-0.598,-0.683,-0.276,-0.423,-0.778,0.188,-0.344,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,med,low
2022,Northeast,Mid-Atlantic,NJ,"Woodbury, NJ",Woodbury,"Woodbury city, New Jersey","9,981",0.352,-0.059,0.487,-0.215,0.358,-0.949,-0.093,-0.159,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,low,med,low,med,low,low,low
2022,Northeast,Mid-Atlantic,NJ,"Woodlynne, NJ",Woodlynne,"Woodlynne borough, New Jersey","2,904",1.356,1.874,0.997,-0.259,0.249,-0.518,-0.749,0.473,-0.232,-0.163,-0.168,-0.122,low,low,low,low,high,high,med high,low,med,low,low,med
2022,Northeast,Mid-Atlantic,NJ,"Woodstown, NJ",Woodstown,"Woodstown borough, New Jersey","3,680",0.157,-0.718,-0.144,-0.571,0.096,-0.818,-0.487,-0.405,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,low,low,low,med,low,low,low
2022,Northeast,Mid-Atlantic,NJ,"Wrightstown, NJ",Wrightstown,"Wrightstown borough, New Jersey",467,0.227,0.299,0.649,-0.458,0.463,-0.565,-0.69,-0.591,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,med,med high,low,med,low,low,low
2022,Northeast,Mid-Atlantic,NY,"Albertson, NY",Albertson,"Albertson CDP, New York","5,095",-0.977,0.03,-0.763,-0.259,-1.662,0.51,0.174,1.544,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,low,low,low,med high,med,high
2022,Northeast,Mid-Atlantic,NY,"Aquebogue, NY",Aquebogue,"Aquebogue CDP, New York","1,937",-0.98,-0.552,-0.43,-1.166,-1.715,0.876,-0.82,0.377,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,med high,low,med
2022,Northeast,Mid-Atlantic,NY,"Ardsley, NY",Ardsley,"Ardsley village, New York","5,013",-0.56,-0.122,-0.847,-0.167,-2.28,-0.847,-0.047,1.181,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,high
2022,Northeast,Mid-Atlantic,NY,"Armonk, NY",Armonk,"Armonk CDP, New York","4,378",-1.05,0.61,-0.494,-0.182,-1.893,-1.084,-0.563,1.107,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med high,low,low,low,low,low,high
2022,Northeast,Mid-Atlantic,NY,"Asharoken, NY",Asharoken,"Asharoken village, New York",652,-0.722,-0.802,0.212,1.232,-2.105,-1.444,1.151,1.238,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,med,high,low,low,high,high
2022,Northeast,Mid-Atlantic,NY,"Baiting Hollow, NY",Baiting Hollow,"Baiting Hollow CDP, New York","2,899",-0.715,-0.641,-0.689,0.41,-0.89,0.42,0.33,-0.012,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med,low,med,med,low
2022,Northeast,Mid-Atlantic,NY,"Barnum Island, NY",Barnum Island,"Barnum Island CDP, New York","2,353",-0.699,-0.402,-0.515,0.365,-1.398,0.336,0.086,0.905,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med,low,med,med,med high
2022,Northeast,Mid-Atlantic,NY,"Baxter Estates, NY",Baxter Estates,"Baxter Estates village, New York","1,148",-0.852,1.315,-0.99,-0.745,-1.146,-0.901,-0.517,1.659,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,high,low,low,low,low,low,high
2022,Northeast,Mid-Atlantic,NY,"Bay Park, NY",Bay Park,"Bay Park CDP, New York","1,389",0.032,-0.199,-0.656,0.556, NA,1.212,0.853,0.818,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,low,low,med high,NA,high,med high,med high
2022,Northeast,Mid-Atlantic,NY,"Bayport, NY",Bayport,"Bayport CDP, New York","8,918",-0.729,-0.425,-0.186,-0.547,-1.294,0.456,-0.353,0.784,-0.154,-0.151,-0.168,-0.122,low,low,low,low,low,low,low,low,low,med,low,med high
2022,Northeast,Mid-Atlantic,NY,"Bayville, NY",Bayville,"Bayville village, New York","6,763",-0.791,-0.42,-0.607,-0.368,-1.043,-0.07,-0.242,1.058,0.021,-0.072,-0.168,-0.122,low,low,med,low,low,low,low,low,low,low,low,high
2022,Northeast,Mid-Atlantic,NY,"Baywood, NY",Baywood,"Baywood CDP, New York","7,185",-0.088,2.62,-0.441,-0.508,-1.254,0.534,-0.238,0.72,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,high,low,low,low,med high,low,med high
2022,Northeast,Mid-Atlantic,NY,"Bedford Hills, NY",Bedford Hills,"Bedford Hills CDP, New York","2,304",0.087,2.427,0.047,-0.141,-0.522, NA,0.013,0.561,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,high,med,low,low,NA,med,med high
2022,Northeast,Mid-Atlantic,NY,"Bedford, NY",Bedford,"Bedford CDP, New York","2,052",-0.752,-0.299,-0.202,0.076, NA,-1.215,0.072,1.001,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med,NA,low,med,high
2022,Northeast,Mid-Atlantic,NY,"Belle Terre, NY",Belle Terre,"Belle Terre village, New York",811,-0.718,-0.831,-0.785,1.007, NA,-1.058,1.196,1.029,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,high,NA,low,high,high
2022,Northeast,Mid-Atlantic,NY,"Bellerose Terrace, NY",Bellerose Terrace,"Bellerose Terrace CDP, New York","2,135",1.446,2.105,-0.852,-0.421,-0.617,1.092,-0.411,1.943,-0.232,-0.163,-0.168,-0.122,low,low,low,low,high,high,low,low,low,high,low,high
2022,Northeast,Mid-Atlantic,NY,"Bellerose, NY",Bellerose,"Bellerose village, New York",999,-0.805,0.554,-0.92,0.484, NA,0.187,0.736,1.5,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med high,low,med,NA,med,med high,high
2022,Northeast,Mid-Atlantic,NY,"Bellport, NY",Bellport,"Bellport village, New York","1,844",-0.7,-0.677,-0.373,0.462,-1.13,1.079,0.811,0.718,-0.096,-0.07,-0.168,-0.122,low,low,low,low,low,low,low,med,low,high,med high,med high
2022,Northeast,Mid-Atlantic,NY,"Bethpage, NY",Bethpage,"Bethpage CDP, New York","17,281",-0.616,-0.021,-0.708,0.064,-1.015,0.074,0.443,1.095,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med,low,med,med,high
2022,Northeast,Mid-Atlantic,NY,"Brentwood, NY",Brentwood,"Brentwood CDP, New York","65,042",0.068,5.171,-0.157,-0.609,-0.471,0.521,-0.512,0.956,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,high,low,low,low,med high,low,med high
2022,Northeast,Mid-Atlantic,NY,"Briarcliff Manor, NY",Briarcliff Manor,"Briarcliff Manor village, New York","7,395",-0.705,-0.471,-0.568,-0.101,-1.585,-1.594,-0.031,0.928,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,NY,"Bridgehampton, NY",Bridgehampton,"Bridgehampton CDP, New York","1,418",-0.992,0.176,-1.014,0.327, NA,1.489,0.597,1.371,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,low,med,NA,high,med high,high
2022,Northeast,Mid-Atlantic,NY,"Brightwaters, NY",Brightwaters,"Brightwaters village, New York","3,181",-0.993,-0.727,-1.024,-0.731,-1.602,0.492,-0.54,1.058,-0.213,-0.148,-0.168,-0.122,low,low,low,low,low,low,low,low,low,med,low,high
2022,Northeast,Mid-Atlantic,NY,"Brookhaven, NY",Brookhaven,"Brookhaven CDP, New York","3,408",0.126,-0.471,0.226,0.149,-0.479,0.375,-0.055,0.526,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,low,med,med,low,med,low,med high
2022,Northeast,Mid-Atlantic,NY,"Brookville, NY",Brookville,"Brookville village, New York","2,988",-0.784,-0.273,-0.681,-0.139, NA,-1.625,-0.681,2.157,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,NA,low,low,high
2022,Northeast,Mid-Atlantic,NY,"Buchanan, NY",Buchanan,"Buchanan village, New York","2,272",-0.826,0.66,-0.603,-0.528,-0.397,-0.709,-0.043,0.568,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med high,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,NY,"Calverton, NY",Calverton,"Calverton CDP, New York","6,245",-0.132,-0.353,0.602,1.086,1.35,-1.835,1.473,0.049,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,med high,high,high,low,high,med
2022,Northeast,Mid-Atlantic,NY,"Captree, NY",Captree,"Captree CDP, New York",272,-1.336,-1.26, NA,0.91, NA, NA,-0.773, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,NA,med high,NA,NA,low,NA
2022,Northeast,Mid-Atlantic,NY,"Carle Place, NY",Carle Place,"Carle Place CDP, New York","5,375",-0.708,0.29,-0.634,-0.862,-1.132,0.84,-0.661,1.3,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,low,low,low,med high,low,high
2022,Northeast,Mid-Atlantic,NY,"Cedarhurst, NY",Cedarhurst,"Cedarhurst village, New York","7,307",-0.615,0.781,-0.697,-0.316,-1.166,0.269,-0.242,1.722,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med high,low,low,low,med,low,high
2022,Northeast,Mid-Atlantic,NY,"Centereach, NY",Centereach,"Centereach CDP, New York","31,889",-0.343,0.261,-0.533,-0.289,-1.033,0.288,-0.13,0.723,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,low,low,low,med,low,med high
2022,Northeast,Mid-Atlantic,NY,"Central Islip, NY",Central Islip,"Central Islip CDP, New York","36,519",0.325,4.191,0.102,-0.491,-0.631,0.247,-0.471,0.869,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,high,med,low,low,med,low,med high
2022,Northeast,Mid-Atlantic,NY,"Centre Island, NY",Centre Island,"Centre Island village, New York",362,-0.281,-0.514,0.642,0.609,-2.663,-1.086,0.601,1.744,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,med high,med high,low,low,med high,high
2022,Northeast,Mid-Atlantic,NY,"Cold Spring Harbor, NY",Cold Spring Harbor,"Cold Spring Harbor CDP, New York","2,979",-0.936,-0.206,-0.987,-1.083, NA,0.55,-0.952,1.459,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,NA,med high,low,high
2022,Northeast,Mid-Atlantic,NY,"Coram, NY",Coram,"Coram CDP, New York","42,169",-0.139,0.201,-0.235,-0.484,-0.84,-0.028,-0.275,0.595,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,low,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,NY,"Cove Neck, NY",Cove Neck,"Cove Neck village, New York",255,-0.971,-0.84,-0.692,0.328,-2.853,-1.821,0.624,1.803,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med,low,low,med high,high
2022,Northeast,Mid-Atlantic,NY,"Crompond, NY",Crompond,"Crompond CDP, New York","2,211",-0.502,-0.338,-0.841,0.642, NA,-0.819,0.838,0.566,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,med high,NA,low,med high,med high
2022,Northeast,Mid-Atlantic,NY,"Croton-on-Hudson, NY",Croton-on-Hudson,"Croton-on-Hudson village, New York","8,237",-0.536,0.049,-0.643,-0.617,-1.303,0.034,-0.545,0.83,-0.216,-0.16,-0.168,-0.122,low,low,low,low,low,med,low,low,low,med,low,med high
2022,Northeast,Mid-Atlantic,NY,"Crugers, NY",Crugers,"Crugers CDP, New York","1,466",-0.139,0.081,0.891,0.904,0.145,-1.318,1.001,0.724,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,med high,med high,med,low,high,med high
2022,Northeast,Mid-Atlantic,NY,"Deer Park, NY",Deer Park,"Deer Park CDP, New York","27,304",-0.514,0.291,-0.52,-0.636,-0.837,0.484,-0.332,0.885,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,low,low,low,med,low,med high
2022,Northeast,Mid-Atlantic,NY,"Dix Hills, NY",Dix Hills,"Dix Hills CDP, New York","24,652",-0.724,-0.314,-0.768,-0.298,-2.335,-0.724,-0.197,1.082,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,high
2022,Northeast,Mid-Atlantic,NY,"Dobbs Ferry, NY",Dobbs Ferry,"Dobbs Ferry village, New York","11,431",-0.477,0.385,-0.857,-0.896,-1.215,-0.311,-0.617,1.199,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,low,low,low,low,low,high
2022,Northeast,Mid-Atlantic,NY,"East Atlantic Beach, NY",East Atlantic Beach,"East Atlantic Beach CDP, New York","1,767",-0.385,-0.632,0.273,-0.673,-1.832,-0.058,-0.356,1.388,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,med,low,low,low,low,high
2022,Northeast,Mid-Atlantic,NY,"East Farmingdale, NY",East Farmingdale,"East Farmingdale CDP, New York","6,043",-0.253,0.71,-0.53,-0.507,-0.68,0.537,-0.425,0.702,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med high,low,low,low,med high,low,med high
2022,Northeast,Mid-Atlantic,NY,"East Hampton North, NY",East Hampton North,"East Hampton North CDP, New York","5,587",0.256,3.179,0.076,-1.004,-0.51,0.914,-0.975,0.646,-0.232,-0.163,-0.168,-0.122,low,low,low,low,med,high,med,low,low,med high,low,med high
2022,Northeast,Mid-Atlantic,NY,"East Hills, NY",East Hills,"East Hills village, New York","7,242",-0.843,-0.547,-0.834,-0.849, NA,-1.449,-0.688,1.604,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,NA,low,low,high
2022,Northeast,Mid-Atlantic,NY,"East Marion, NY",East Marion,"East Marion CDP, New York","1,564",-1.233,-0.476,-0.97,1.03,-1.086,2.422,1.443,0.668,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,high,low,high,high,med high
2022,Northeast,Mid-Atlantic,NY,"East Massapequa, NY",East Massapequa,"East Massapequa CDP, New York","19,508",-0.652,-0.067,-0.765,-0.045,-1.07,0.338,0.47,1.116,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,med,med,high
2022,Northeast,Mid-Atlantic,NY,"East Meadow, NY",East Meadow,"East Meadow CDP, New York","36,856",-0.458,0.492,-0.527,0.232,-1.412,0.307,0.476,1.206,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,low,med,low,med,med,high
2022,Northeast,Mid-Atlantic,NY,"East Norwich, NY",East Norwich,"East Norwich CDP, New York","2,829",-1.041,0.008,-0.978,-0.585,-1.85,-0.143,-0.069,1.034,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,low,low,low,low,low,high
2022,Northeast,Mid-Atlantic,NY,"East Patchogue, NY",East Patchogue,"East Patchogue CDP, New York","21,449",-0.219,0.261,-0.239,-0.433,-0.557,0.521,-0.167,0.589,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,med,low,low,low,med high,low,med high
2022,Northeast,Mid-Atlantic,NY,"East Setauket, NY",East Setauket,"East Setauket CDP, New York","10,234",-0.794,-0.265,-0.901,-0.473,-1.23, NA,-0.174, NA,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,NA,low,NA
2022,Northeast,Mid-Atlantic,NY,"East Shoreham, NY",East Shoreham,"East Shoreham CDP, New York","7,367",-0.83,-0.511,-0.725,-0.576,-1.759,-0.081,-0.494,0.473,-0.232,-0.163,-0.168,-0.122,low,low,low,low,low,low,low,low,low,low,low,med
