"Time","Value","EPU","Source","Var","Units"
2011,-0.604330927530027,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2011,0.548042331607762,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2011,0.627636814463553,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2011,0.917311018541355,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2011,0.647331129871745,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2011,0.520571513660161,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2011,0.306903271507788,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2011,0.503454653412374,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2011,0.0668080489556147,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2011,0.0697099403822037,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2012,2.26400164150435,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2012,2.61597727450645,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2012,1.66332430630078,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2012,0.0358340815102451,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2012,1.38929633137815,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2012,1.78830149310135,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2012,1.42478261781333,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2012,1.62084598065022,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2012,0.92521785284115,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2012,1.22621277785196,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2012,1.07848457890988,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2012,0.961373040817203,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2012,0.744100794967231,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2012,1.28758340108797,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2012,1.3309843267739,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2012,1.22975990763356,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2013,0.285697284448855,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2013,0.562999700752718,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2013,0.726545495141764,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2013,0.474528475621732,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2013,0.922182829923507,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2013,0.900780649414815,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2013,0.788256046849947,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2013,0.805097549253338,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2013,0.770921646728975,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2013,0.273791896235908,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2013,0.928927495171823,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2013,1.49239067112434,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2013,0.727030259746599,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2013,0.636202989182465,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2013,0.579070011481846,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2013,0.375688134054791,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2014,0.0552207654700467,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2014,-0.0234422600715547,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2014,1.89915243686874,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2014,1.20632103541634,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2014,-0.0067240539486999,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2014,0.330945611322139,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2014,1.35371434422726,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2014,1.74909806220029,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2014,0.769257621970584,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2014,0.131139063220205,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2014,-0.0349941409998262,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2014,0.551366025030965,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2014,0.824801256539637,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2014,0.111787862270897,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2014,-0.017807945352148,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2014,0.645401299105512,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2015,-0.0151943596460153,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2015,0.740831165968663,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2015,2.08766645365862,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2015,2.06158117281031,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2015,1.08214531342783,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2015,0.390305330310986,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2015,0.815820802788236,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2015,1.84725412352833,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2015,0.753347541365792,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2015,0.316096279424307,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2015,0.605536170856413,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2015,0.335060266934993,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2015,1.26118267850626,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2015,0.259469621436526,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2015,0.351909583668419,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2015,0.487564470772082,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2016,1.50598982755039,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2016,1.15300845485446,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2016,1.6640548105339,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2016,0.704606476401052,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2016,1.31367510955916,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2016,1.39604275577945,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2016,1.11966804739423,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2016,1.65084922117251,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2016,0.544023388466667,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2016,1.15954928678536,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2016,1.37349672185683,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2016,1.40291341076656,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2016,0.651936910558024,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2016,1.0344642198193,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2016,0.919041740564495,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2016,1.27561100922279,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2017,0.642287016571133,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2017,-0.213739890179996,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2017,-0.115155157848323,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2017,1.11474496283014,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2017,1.01437760427312,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2017,-0.0452636500723909,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2017,0.879643369185668,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2017,1.34493919956258,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2017,0.854883016331113,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2017,0.342284395319385,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2017,0.76143961185997,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2017,0.875274901336044,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2017,0.984104695920343,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2017,0.125040272237595,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2017,0.318110538050179,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2017,0.911906176523058,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2018,-0.283644309326804,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2018,-0.800395472915502,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2018,-0.135106488545077,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2018,-0.172293752467754,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2018,0.538968843559998,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2018,0.537887416655816,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2018,0.233082027252353,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2018,0.280924087236261,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2018,1.17966156698641,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2018,0.94341428906779,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2018,0.679483948399023,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2018,0.603658469220341,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2018,1.39942836486427,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2018,1.2400930439881,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2018,0.47125213812595,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2018,0.701861246991335,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2019,-0.30548710772499,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2019,-0.287953081494949,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2019,0.982187067440753,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2019,1.51518080763541,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2019,-0.120152168861933,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2019,-0.326340867460798,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2019,-0.594379971658672,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2019,0.377818841818012,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2019,0.436078865765847,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2019,0.758258860167109,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2019,1.12045260738159,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2019,1.40152556024023,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2019,0.359845716757317,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2019,1.10433623407779,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2019,0.94240673991106,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2019,0.910165023406995,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2020,1.19866628181216,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2020,1.0522006447917,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2020,1.19709483561661,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2020,0.430495073383405,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2020,0.747049295302108,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2020,0.254805197064224,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2020,0.541035648298291,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2020,1.02869375487585,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2020,1.6163048815997,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2020,1.93265747184294,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2020,1.86310004493637,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2020,1.3367371210225,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2020,1.06322186540829,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2020,0.56423986339224,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2020,0.72362021475171,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2020,0.841727137626069,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2021,1.11760798581216,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2021,1.85819431492328,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2021,0.645791166917048,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2021,1.06572896917109,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2021,1.74073034112581,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2021,1.67623157209263,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2021,1.05806716791163,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2021,1.43936959774033,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2021,1.95860979765701,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2021,2.99663650497367,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2021,1.91959629489865,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2021,1.41754568807238,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2021,2.18941784972748,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2021,2.36328932551978,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2021,1.27848132602213,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2021,1.25490639027146,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2022,1.62228805121915,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2022,1.786285556619,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2022,0.856304460646294,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2022,0.721192087297492,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2022,1.86154469732097,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2022,1.76297587595119,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2022,0.602487091095702,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2022,1.1681669847799,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2022,1.68718231826248,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2022,1.71167574269431,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2022,1.53011770325945,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2022,1.15673276640396,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2022,1.58339852380366,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2022,1.54352327467345,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2022,0.772174698618612,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2022,1.03310999889701,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2023,1.75775447951303,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2023,1.02930850157261,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2023,0.397780544453497,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2023,-0.0124155869750258,"MAB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2023,1.56884451863147,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2023,0.7608414713742,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2023,-0.399932183193901,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2023,-0.893201855244286,"GB","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2023,1.62431937749359,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2023,2.64303314184995,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2023,2.1209179854344,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2023,0.768868535850602,"GOM","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2023,1.95706087943983,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2023,1.89617199139712,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2023,0.595087741625788,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2023,-0.650875925108554,"SS","GLORYS","Fall_Bottom Temp Anomaly","degree C"
2024,0.252291061607568,"MAB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2024,-0.0752625677508032,"MAB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2024,-1.41349889422531,"MAB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2024,-0.364026070734677,"GB","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2024,-0.186461968998501,"GB","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2024,-1.63862110562892,"GB","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2024,0.634600317159887,"GOM","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2024,1.02757844015077,"GOM","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2024,0.324112520204785,"GOM","GLORYS","Summer_Bottom Temp Anomaly","degree C"
2024,-0.144217398562797,"SS","GLORYS","Winter_Bottom Temp Anomaly","degree C"
2024,0.261894255370243,"SS","GLORYS","Spring_Bottom Temp Anomaly","degree C"
2024,-0.792315166797023,"SS","GLORYS","Summer_Bottom Temp Anomaly","degree C"
